,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,precint_num,name,lat_2,long_2,CMPLNT_FR_DT_1,CMPLNT_Open_year,CMPLNT_Open_month,lat_long_2,lat_long_crime_map,lat_long_crime_map_clean,address_crime_map,zip_code_crime_map
66275,66275,371213964,3/15/2018,16:30:00,,,122,3/15/2018,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,staten island,,STREET,N.Y. POLICE DEPT,0,,,,955828,149854,<18,WHITE HISPANIC,M,,40.57795327,-74.10231676,"(40.577953265, -74.102316756)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,3/15/2018,2018,3,"(40.577953265000076, -74.10231675599994)","(40.577953265000076, -74.10231675599994)","40.577953265000076, -74.10231675599994","Hylan Bl/Midland Av, Staten Island, NY 10306, USA",10306
66276,66276,567996327,7/3/2018,16:40:00,,,122,7/3/2018,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,staten island,,STREET,N.Y. POLICE DEPT,0,,,,955828,149854,<18,BLACK,M,,40.57795327,-74.10231676,"(40.577953265, -74.102316756)",PATROL BORO STATEN ISLAND,,<18,ASIAN / PACIFIC ISLANDER,M,122,122nd Precinct,40.5741969,-74.10784579999998,7/3/2018,2018,7,"(40.577953265000076, -74.10231675599994)","(40.577953265000076, -74.10231675599994)","40.577953265000076, -74.10231675599994","Hylan Bl/Midland Av, Staten Island, NY 10306, USA",10306
66277,66277,175242767,9/19/2018,22:20:00,9/19/2018,22:24:00,122,9/19/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,STREET,N.Y. POLICE DEPT,0,,,,956061,154007,18-24,WHITE,M,,40.58935317,-74.10149531,"(40.589353165, -74.101495312)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,9/19/2018,2018,9,"(40.589353165000034, -74.10149531199994)","(40.589353165000034, -74.10149531199994)","40.589353165000034, -74.10149531199994","1672 Richmond Rd, Staten Island, NY 10304, USA",10304
66278,66278,438836720,5/14/2018,22:30:00,5/14/2018,23:30:00,122,5/15/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,956970,148344,,,,,40.573812200000006,-74.09819962,"(40.573812201, -74.098199622)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,5/14/2018,2018,5,"(40.57381220100008, -74.098199622)","(40.57381220100008, -74.098199622)","40.57381220100008, -74.098199622","457 Lincoln Ave, Staten Island, NY 10306, USA",10306
66279,66279,576230146,10/20/2018,15:55:00,10/20/2018,16:47:00,122,10/20/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,STREET,N.Y. POLICE DEPT,0,,,,942520,139972,25-44,BLACK,M,,40.55077647,-74.15016268,"(40.550776467, -74.150162677)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,10/20/2018,2018,10,"(40.55077646700005, -74.15016267699998)","(40.55077646700005, -74.15016267699998)","40.55077646700005, -74.15016267699998","3977 Amboy Rd, Staten Island, NY 10308, USA",10308
66280,66280,944292154,2/1/2018,9:00:00,2/1/2018,9:30:00,122,2/27/2018,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,staten island,INSIDE,HOSPITAL,N.Y. POLICE DEPT,0,,,,947471,150361,,,,,40.57931415,-74.13240353,"(40.579314146, -74.132403533)",PATROL BORO STATEN ISLAND,,65+,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,2/1/2018,2018,2,"(40.57931414600006, -74.13240353299993)","(40.57931414600006, -74.13240353299993)","40.57931414600006, -74.13240353299993","171 Meisner Ave, Staten Island, NY 10306, USA",10306
66281,66281,978327179,1/22/2018,16:00:00,1/23/2018,5:20:00,122,1/24/2018,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,staten island,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,955006,144511,,,,,40.56328511,-74.10525273,"(40.563285107, -74.10525273)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M,122,122nd Precinct,40.5741969,-74.10784579999998,1/22/2018,2018,1,"(40.56328510700007, -74.10525272999998)","(40.56328510700007, -74.10525272999998)","40.56328510700007, -74.10525272999998","143 Milton Ave, Staten Island, NY 10306, USA",10306
66282,66282,338691764,5/11/2018,11:30:00,5/11/2018,11:40:00,122,5/11/2018,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,955006,144511,45-64,WHITE HISPANIC,M,,40.56328511,-74.10525273,"(40.563285107, -74.10525273)",PATROL BORO STATEN ISLAND,,45-64,WHITE HISPANIC,M,122,122nd Precinct,40.5741969,-74.10784579999998,5/11/2018,2018,5,"(40.56328510700007, -74.10525272999998)","(40.56328510700007, -74.10525272999998)","40.56328510700007, -74.10525272999998","143 Milton Ave, Staten Island, NY 10306, USA",10306
66283,66283,687200054,4/29/2018,12:43:00,5/7/2018,5:25:00,122,5/8/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,952774,144073,,,,,40.56207524,-74.11328381,"(40.56207524, -74.113283814)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,4/29/2018,2018,4,"(40.56207524000007, -74.11328381399994)","(40.56207524000007, -74.11328381399994)","40.56207524000007, -74.11328381399994","675 Tysen Ln, Staten Island, NY 10306, USA",10306
66284,66284,320322750,2/4/2018,0:01:00,2/4/2018,7:00:00,122,2/4/2018,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,staten island,REAR OF,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,0,,,,952774,144073,,,,,40.56207524,-74.11328381,"(40.56207524, -74.113283814)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,2/4/2018,2018,2,"(40.56207524000007, -74.11328381399994)","(40.56207524000007, -74.11328381399994)","40.56207524000007, -74.11328381399994","675 Tysen Ln, Staten Island, NY 10306, USA",10306
66285,66285,270414281,1/27/2018,19:45:00,1/27/2018,20:00:00,122,1/27/2018,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,952774,144073,,,,,40.56207524,-74.11328381,"(40.56207524, -74.113283814)",PATROL BORO STATEN ISLAND,,18-24,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,1/27/2018,2018,1,"(40.56207524000007, -74.11328381399994)","(40.56207524000007, -74.11328381399994)","40.56207524000007, -74.11328381399994","675 Tysen Ln, Staten Island, NY 10306, USA",10306
66286,66286,411297612,7/2/2018,12:00:00,7/13/2018,12:00:00,122,7/23/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,952774,144073,UNKNOWN,WHITE,F,,40.56207524,-74.11328381,"(40.56207524, -74.113283814)",PATROL BORO STATEN ISLAND,,18-24,WHITE HISPANIC,F,122,122nd Precinct,40.5741969,-74.10784579999998,7/2/2018,2018,7,"(40.56207524000007, -74.11328381399994)","(40.56207524000007, -74.11328381399994)","40.56207524000007, -74.11328381399994","675 Tysen Ln, Staten Island, NY 10306, USA",10306
66287,66287,404794635,3/15/2018,10:56:00,3/15/2018,12:32:00,122,3/15/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,OTHER,N.Y. STATE POLICE,11,,,,962989,160112,25-44,WHITE,M,,40.60612948,-74.07657043,"(40.60612948, -74.07657043)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,3/15/2018,2018,3,"(40.60612948000005, -74.07657042999993)","(40.60612948000005, -74.07657042999993)","40.60612948000005, -74.07657042999993","Hylan Blvd, Staten Island, NY 10305, USA",10305
66288,66288,381830036,12/5/2018,10:15:00,12/5/2018,10:33:00,122,12/5/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,0,,,,962989,160112,,,,,40.60612948,-74.07657043,"(40.60612948, -74.07657043)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,12/5/2018,2018,12,"(40.60612948000005, -74.07657042999993)","(40.60612948000005, -74.07657042999993)","40.60612948000005, -74.07657042999993","Hylan Blvd, Staten Island, NY 10305, USA",10305
66289,66289,332808588,9/20/2018,16:22:00,9/20/2018,17:54:00,122,9/20/2018,117,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,FELONY,staten island,,BRIDGE,N.Y. STATE POLICE,11,,,,965047,159340,25-44,BLACK,F,,40.6040152,-74.06915659,"(40.604015196, -74.069156593)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,9/20/2018,2018,9,"(40.604015196000034, -74.06915659299993)","(40.604015196000034, -74.06915659299993)","40.604015196000034, -74.06915659299993","Fingerboard Rd/Narrows Rd S, Staten Island, NY 10305, USA",10305
66290,66290,875447534,5/12/2018,12:40:00,5/12/2018,13:00:00,122,5/12/2018,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,FAST FOOD,N.Y. POLICE DEPT,0,,,,955918,149977,,,,,40.57829116,-74.10199328,"(40.578291164, -74.101993285)",PATROL BORO STATEN ISLAND,,25-44,ASIAN / PACIFIC ISLANDER,F,122,122nd Precinct,40.5741969,-74.10784579999998,5/12/2018,2018,5,"(40.57829116400006, -74.10199328499993)","(40.57829116400006, -74.10199328499993)","40.57829116400006, -74.10199328499993","Hylan Blvd/Midland Av, Staten Island, NY 10306, USA",10306
66291,66291,354933617,5/14/2018,0:05:00,5/21/2018,0:01:00,122,5/25/2018,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,staten island,FRONT OF,BANK,N.Y. POLICE DEPT,0,,,,952071,148708,,,,,40.57479488,-74.11583597,"(40.574794881, -74.115835973)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,5/14/2018,2018,5,"(40.57479488100006, -74.11583597299993)","(40.57479488100006, -74.11583597299993)","40.57479488100006, -74.11583597299993","1371 N Railroad Ave, Staten Island, NY 10306, USA",10306
66292,66292,519395267,5/14/2018,0:05:00,5/17/2018,23:59:00,122,5/18/2018,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,staten island,INSIDE,ATM,N.Y. POLICE DEPT,0,,,,952071,148708,,,,,40.57479488,-74.11583597,"(40.574794881, -74.115835973)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,122,122nd Precinct,40.5741969,-74.10784579999998,5/14/2018,2018,5,"(40.57479488100006, -74.11583597299993)","(40.57479488100006, -74.11583597299993)","40.57479488100006, -74.11583597299993","1371 N Railroad Ave, Staten Island, NY 10306, USA",10306
66293,66293,973292228,11/10/2018,12:03:00,11/10/2018,18:30:00,122,11/10/2018,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,staten island,INSIDE,ATM,N.Y. POLICE DEPT,0,,,,952071,148708,,,,,40.57479488,-74.11583597,"(40.574794881, -74.115835973)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,11/10/2018,2018,11,"(40.57479488100006, -74.11583597299993)","(40.57479488100006, -74.11583597299993)","40.57479488100006, -74.11583597299993","1371 N Railroad Ave, Staten Island, NY 10306, USA",10306
66294,66294,871187545,9/29/2018,6:00:00,,,122,9/29/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,940314,142355,25-44,WHITE,M,,40.55730668,-74.15811621,"(40.557306683, -74.15811621)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,9/29/2018,2018,9,"(40.55730668300004, -74.15811620999993)","(40.55730668300004, -74.15811620999993)","40.55730668300004, -74.15811620999993","243 Brookfield Ave, Staten Island, NY 10308, USA",10308
66295,66295,697710640,3/9/2018,23:15:00,3/9/2018,23:23:00,122,3/9/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,942287,135409,25-44,WHITE,M,,40.53825081,-74.1509728,"(40.538250811, -74.150972804)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,3/9/2018,2018,3,"(40.53825081100007, -74.15097280399993)","(40.53825081100007, -74.15097280399993)","40.53825081100007, -74.15097280399993","166 Armstrong Ave, Staten Island, NY 10308, USA",10308
66296,66296,752725381,1/10/2018,10:30:00,,,122,1/12/2018,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,965664,158052,,,,,40.60048121,-74.06693107,"(40.600481213, -74.066931067)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M,122,122nd Precinct,40.5741969,-74.10784579999998,1/10/2018,2018,1,"(40.60048121300008, -74.06693106699998)","(40.60048121300008, -74.06693106699998)","40.60048121300008, -74.06693106699998","29 Hastings St, Staten Island, NY 10305, USA",10305
66297,66297,440090065,9/28/2018,19:00:00,9/28/2018,19:06:00,122,9/28/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,STREET,N.Y. POLICE DEPT,0,,,,965234,158071,18-24,ASIAN / PACIFIC ISLANDER,M,,40.60053245,-74.06847958,"(40.600532452, -74.068479584)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,9/28/2018,2018,9,"(40.60053245200004, -74.068479584)","(40.60053245200004, -74.068479584)","40.60053245200004, -74.068479584","35 Landis Ave, Staten Island, NY 10305, USA",10305
66298,66298,962796437,7/30/2018,17:00:00,9/23/2018,19:00:00,122,9/24/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,958578,159410,,,,,40.60419095,-74.09245345,"(40.604190952, -74.092453448)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M,122,122nd Precinct,40.5741969,-74.10784579999998,7/30/2018,2018,7,"(40.60419095200007, -74.09245344799997)","(40.60419095200007, -74.09245344799997)","40.60419095200007, -74.09245344799997","922 Richmond Rd, Staten Island, NY 10304, USA",10304
66299,66299,966134940,3/4/2018,17:56:00,,,122,3/4/2018,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,staten island,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,966131,155858,UNKNOWN,BLACK,M,,40.5944601,-74.06524348,"(40.594460095, -74.06524348)",PATROL BORO STATEN ISLAND,,<18,WHITE,M,122,122nd Precinct,40.5741969,-74.10784579999998,3/4/2018,2018,3,"(40.594460095000045, -74.06524347999994)","(40.594460095000045, -74.06524347999994)","40.594460095000045, -74.06524347999994","95 Robin Rd, Staten Island, NY 10305, USA",10305
66300,66300,932920451,12/2/2018,13:30:00,12/3/2018,14:00:00,122,12/6/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,MAILBOX OUTSIDE,N.Y. POLICE DEPT,0,,,,950264,145013,,,,,40.56464609,-74.12232204,"(40.564646091, -74.122322037)",PATROL BORO STATEN ISLAND,,65+,WHITE,F,122,122nd Precinct,40.5741969,-74.10784579999998,12/2/2018,2018,12,"(40.564646091000036, -74.12232203699995)","(40.564646091000036, -74.12232203699995)","40.564646091000036, -74.12232203699995","195 Oak Ave, Staten Island, NY 10306, USA",10306
66301,66301,282638388,7/4/2018,21:00:00,7/4/2018,21:30:00,122,7/4/2018,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,TODT HILL,"1,293",951050,161178,25-44,BLACK,F,,40.60901874,-74.11957253,"(40.60901874, -74.11957253)",PATROL BORO STATEN ISLAND,,45-64,BLACK,F,122,122nd Precinct,40.5741969,-74.10784579999998,7/4/2018,2018,7,"(40.609018740000074, -74.11957252999997)","(40.609018740000074, -74.11957252999997)","40.609018740000074, -74.11957252999997","180 Schmidts Ln, Staten Island, NY 10314, USA",10314
66302,66302,383647853,12/29/2018,21:40:00,12/29/2018,21:54:00,122,12/29/2018,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,staten island,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,TODT HILL,"1,293",951050,161178,45-64,BLACK,M,,40.60901874,-74.11957253,"(40.60901874, -74.11957253)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,12/29/2018,2018,12,"(40.609018740000074, -74.11957252999997)","(40.609018740000074, -74.11957252999997)","40.609018740000074, -74.11957252999997","180 Schmidts Ln, Staten Island, NY 10314, USA",10314
66303,66303,952339468,10/19/2018,19:58:00,10/19/2018,20:07:00,122,10/19/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,,,,941941,139470,18-24,WHITE,M,,40.54939583,-74.15224301,"(40.549395831, -74.152243007)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,122,122nd Precinct,40.5741969,-74.10784579999998,10/19/2018,2018,10,"(40.54939583100002, -74.152243007)","(40.54939583100002, -74.152243007)","40.54939583100002, -74.152243007","4062 Amboy Rd, Staten Island, NY 10308, USA",10308
66304,66304,513210245,11/6/2018,18:55:00,11/6/2018,19:15:00,122,11/6/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,,,,941941,139470,UNKNOWN,BLACK,M,,40.54939583,-74.15224301,"(40.549395831, -74.152243007)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,122,122nd Precinct,40.5741969,-74.10784579999998,11/6/2018,2018,11,"(40.54939583100002, -74.152243007)","(40.54939583100002, -74.152243007)","40.54939583100002, -74.152243007","4062 Amboy Rd, Staten Island, NY 10308, USA",10308
66305,66305,286056609,11/18/2018,22:06:00,11/18/2018,22:20:00,122,11/18/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,STREET,N.Y. POLICE DEPT,0,,,,946856,145250,25-44,WHITE,M,,40.56528289,-74.13458922,"(40.565282891, -74.134589221)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,11/18/2018,2018,11,"(40.56528289100004, -74.13458922099994)","(40.56528289100004, -74.13458922099994)","40.56528289100004, -74.13458922099994","Clarke Av/Wilder Av, Staten Island, NY 10306, USA",10306
66306,66306,230024049,3/6/2018,20:00:00,,,122,3/7/2018,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,955559,152657,25-44,WHITE,M,,40.58564608,-74.10329702,"(40.585646075, -74.103297018)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,3/6/2018,2018,3,"(40.58564607500005, -74.10329701799998)","(40.58564607500005, -74.10329701799998)","40.58564607500005, -74.10329701799998","41 Stobe Ave, Staten Island, NY 10306, USA",10306
66307,66307,573014684,10/26/2018,18:23:00,10/26/2018,19:04:00,122,10/26/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,STREET,N.Y. POLICE DEPT,0,,,,952408,146487,25-44,WHITE,M,,40.56869989,-74.11461242,"(40.568699891, -74.114612417)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,10/26/2018,2018,10,"(40.568699891000044, -74.114612417)","(40.568699891000044, -74.114612417)","40.568699891000044, -74.114612417","306 Beach Ave, Staten Island, NY 10306, USA",10306
66308,66308,770178618,7/14/2018,17:10:00,7/14/2018,17:32:00,122,7/14/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,,STREET,N.Y. POLICE DEPT,0,,,,941450,142270,18-24,WHITE,F,,40.55707893,-74.1540275,"(40.55707893, -74.154027498)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,7/14/2018,2018,7,"(40.557078930000046, -74.15402749799993)","(40.557078930000046, -74.15402749799993)","40.557078930000046, -74.15402749799993","87 Stieg Ave, Staten Island, NY 10308, USA",10308
66309,66309,248080249,2/20/2018,14:10:00,2/20/2018,14:15:00,122,2/20/2018,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,staten island,,MARINA/PIER,N.Y. POLICE DEPT,0,,,,965746,154361,<18,BLACK,M,,40.59035034,-74.06662567,"(40.590350335, -74.06662567)",PATROL BORO STATEN ISLAND,,<18,WHITE HISPANIC,M,122,122nd Precinct,40.5741969,-74.10784579999998,2/20/2018,2018,2,"(40.59035033500004, -74.06662566999995)","(40.59035033500004, -74.06662566999995)","40.59035033500004, -74.06662566999995","280 Father Capodanno Blvd, Staten Island, NY 10305, USA",10305
66310,66310,469117652,6/17/2018,21:00:00,,,122,6/18/2018,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,staten island,INSIDE,STREET,N.Y. POLICE DEPT,0,,,,960434,154016,,,,,40.5893907,-74.08575046,"(40.589390697, -74.085750464)",PATROL BORO STATEN ISLAND,,25-44,WHITE,M,122,122nd Precinct,40.5741969,-74.10784579999998,6/17/2018,2018,6,"(40.589390697000056, -74.08575046399994)","(40.589390697000056, -74.08575046399994)","40.589390697000056, -74.08575046399994","404 Burgher Ave, Staten Island, NY 10305, USA",10305
66311,66311,768599941,8/31/2018,18:50:00,8/31/2018,18:59:00,122,8/31/2018,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,staten island,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,944200,141120,25-44,WHITE,M,,40.55393525,-74.14412417,"(40.55393525, -74.144124172)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,122,122nd Precinct,40.5741969,-74.10784579999998,8/31/2018,2018,8,"(40.553935250000045, -74.14412417199995)","(40.553935250000045, -74.14412417199995)","40.553935250000045, -74.14412417199995","150 Greaves Ln, Staten Island, NY 10308, USA",10308
66312,66312,920451785,7/16/2018,0:01:00,11/7/2018,15:00:00,122,11/7/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,staten island,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,,,952820,145880,,,,,40.56703527,-74.11312666,"(40.567035265, -74.113126659)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,122,122nd Precinct,40.5741969,-74.10784579999998,7/16/2018,2018,7,"(40.56703526500007, -74.113126659)","(40.56703526500007, -74.113126659)","40.56703526500007, -74.113126659","2655 Hylan Blvd, Staten Island, NY 10306, USA",10306
66313,66313,811456112,12/5/2018,14:30:00,12/5/2018,14:40:00,122,12/5/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,952820,145880,45-64,BLACK,M,,40.56703527,-74.11312666,"(40.567035265, -74.113126659)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,122,122nd Precinct,40.5741969,-74.10784579999998,12/5/2018,2018,12,"(40.56703526500007, -74.113126659)","(40.56703526500007, -74.113126659)","40.56703526500007, -74.113126659","2655 Hylan Blvd, Staten Island, NY 10306, USA",10306
66314,66314,383231585,3/7/2018,17:10:00,3/7/2018,18:10:00,122,3/7/2018,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,staten island,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,952820,145880,<18,BLACK,M,,40.56703527,-74.11312666,"(40.567035265, -74.113126659)",PATROL BORO STATEN ISLAND,,25-44,BLACK HISPANIC,M,122,122nd Precinct,40.5741969,-74.10784579999998,3/7/2018,2018,3,"(40.56703526500007, -74.113126659)","(40.56703526500007, -74.113126659)","40.56703526500007, -74.113126659","2655 Hylan Blvd, Staten Island, NY 10306, USA",10306
