,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,precint_num,name,lat_2,long_2,CMPLNT_FR_DT_1,CMPLNT_Open_year,CMPLNT_Open_month,lat_long_2,lat_long_crime_map,lat_long_crime_map_clean,address_crime_map,zip_code_crime_map
4577,4577,940702181,9/20/2018,12:30:00,9/20/2018,13:50:00,123,9/20/2018,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,FAST FOOD,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,123,123rd Precinct,40.5118659,-77.69423975,9/20/2018,2018,9,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4578,4578,401339332,4/2/2018,0:00:00,7/21/2018,12:00:00,123,7/21/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE HISPANIC,M,123,123rd Precinct,40.5118659,-77.69423975,4/2/2018,2018,4,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4579,4579,207769012,2/20/2018,16:00:00,2/28/2018,14:30:00,123,3/11/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,STORAGE FACILITY,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,UNKNOWN,F,123,123rd Precinct,40.5118659,-77.69423975,2/20/2018,2018,2,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4580,4580,761908806,2/1/2018,13:00:00,2/1/2018,17:30:00,123,2/2/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,25-44,WHITE,M,123,123rd Precinct,40.5118659,-77.69423975,2/1/2018,2018,2,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4581,4581,964121109,7/8/2018,14:00:00,7/8/2018,14:07:00,123,7/8/2018,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,25-44,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,7/8/2018,2018,7,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4582,4582,675122083,9/2/2018,19:48:00,9/2/2018,19:55:00,123,9/3/2018,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,914928,125757,UNKNOWN,UNKNOWN,U,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,9/2/2018,2018,9,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4583,4583,692334840,9/5/2018,9:00:00,9/10/2018,17:00:00,123,9/12/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,staten island,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,914928,125757,25-44,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,9/5/2018,2018,9,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4584,4584,533038559,6/25/2018,12:30:00,6/25/2018,12:55:00,123,7/2/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,STORE UNCLASSIFIED,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,6/25/2018,2018,6,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4585,4585,774537004,9/4/2018,13:00:00,9/4/2018,14:00:00,123,9/4/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,123,123rd Precinct,40.5118659,-77.69423975,9/4/2018,2018,9,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4586,4586,910490556,4/18/2018,18:15:00,4/18/2018,18:36:00,123,4/20/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,4/18/2018,2018,4,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4587,4587,582699486,5/18/2018,13:55:00,5/18/2018,14:10:00,123,5/18/2018,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,staten island,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,914928,125757,18-24,BLACK,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,5/18/2018,2018,5,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4588,4588,335068666,7/7/2018,18:38:00,7/7/2018,18:56:00,123,7/9/2018,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,45-64,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,7/7/2018,2018,7,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4589,4589,400220770,5/16/2018,17:00:00,5/16/2018,17:21:00,123,5/16/2018,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,staten island,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,914928,125757,25-44,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,5/16/2018,2018,5,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4590,4590,412249065,7/28/2018,18:01:00,7/28/2018,18:15:00,123,7/30/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,UNKNOWN,UNKNOWN,U,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,7/28/2018,2018,7,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4591,4591,352323103,12/21/2018,6:00:00,12/21/2018,6:30:00,123,12/21/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,staten island,INSIDE,STORE UNCLASSIFIED,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,12/21/2018,2018,12,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4592,4592,704424689,1/28/2018,9:00:00,1/28/2018,11:14:00,123,1/28/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,123,123rd Precinct,40.5118659,-77.69423975,1/28/2018,2018,1,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4593,4593,456287190,6/12/2018,14:50:00,6/12/2018,15:39:00,123,6/13/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,WHITE,D,123,123rd Precinct,40.5118659,-77.69423975,6/12/2018,2018,6,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4594,4594,401927130,11/12/2018,15:00:00,11/13/2018,12:00:00,123,11/19/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M,123,123rd Precinct,40.5118659,-77.69423975,11/12/2018,2018,11,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4595,4595,295722753,6/15/2018,14:30:00,6/18/2018,8:30:00,123,6/18/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,CONSTRUCTION SITE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M,123,123rd Precinct,40.5118659,-77.69423975,6/15/2018,2018,6,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4596,4596,156602940,6/20/2018,7:59:00,6/20/2018,8:00:00,123,6/20/2018,117,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT T",COMPLETED,FELONY,staten island,INSIDE,STREET,N.Y. POLICE DEPT,0,,,,914928,125757,25-44,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,6/20/2018,2018,6,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4597,4597,465765592,8/31/2018,13:00:00,9/1/2018,13:48:00,123,9/4/2018,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,8/31/2018,2018,8,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4598,4598,604165901,1/19/2018,20:35:00,1/19/2018,20:40:00,123,1/19/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,REAR OF,STREET,N.Y. POLICE DEPT,0,,,,914928,125757,25-44,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,1/19/2018,2018,1,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4599,4599,347327633,7/25/2018,22:13:00,,,123,7/29/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,45-64,BLACK,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,7/25/2018,2018,7,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4600,4600,414628187,3/22/2018,21:05:00,4/30/2018,14:15:00,123,5/4/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,914928,125757,UNKNOWN,UNKNOWN,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,3/22/2018,2018,3,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4601,4601,377976555,4/12/2018,11:30:00,4/13/2018,11:30:00,123,4/13/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,FRONT OF,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,4/12/2018,2018,4,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4602,4602,569286497,6/28/2018,13:30:00,6/28/2018,13:45:00,123,6/28/2018,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,6/28/2018,2018,6,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4603,4603,199418205,4/20/2018,14:30:00,4/20/2018,15:13:00,123,4/20/2018,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,staten island,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,914928,125757,UNKNOWN,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D,123,123rd Precinct,40.5118659,-77.69423975,4/20/2018,2018,4,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4604,4604,502105369,4/12/2018,17:20:00,4/12/2018,17:45:00,123,4/12/2018,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,staten island,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,,,,914928,125757,25-44,WHITE,M,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F,123,123rd Precinct,40.5118659,-77.69423975,4/12/2018,2018,4,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4605,4605,640460154,5/9/2018,8:00:00,5/10/2018,10:30:00,123,5/10/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,,,,914928,125757,,,,,40.51158634,-74.24930373,"(40.511586338, -74.249303727)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M,123,123rd Precinct,40.5118659,-77.69423975,5/9/2018,2018,5,"(40.51158633800003, -74.24930372699998)","(40.51158633800003, -74.24930372699998)","40.51158633800003, -74.24930372699998","139B Main St, Staten Island, NY 10307, USA",10307
4606,4606,587066323,3/28/2018,23:00:00,3/29/2018,8:30:00,123,3/30/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,936128,138331,25-44,WHITE HISPANIC,F,,40.54623986,-74.17315192,"(40.546239862, -74.173151922)",PATROL BORO STATEN ISLAND,,45-64,WHITE HISPANIC,F,123,123rd Precinct,40.5118659,-77.69423975,3/28/2018,2018,3,"(40.54623986200004, -74.173151922)","(40.54623986200004, -74.173151922)","40.54623986200004, -74.173151922","199 Petrus Ave, Staten Island, NY 10312, USA",10312
4607,4607,571379622,12/20/2018,18:28:00,,,123,12/20/2018,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,staten island,,BUS (NYC TRANSIT),N.Y. POLICE DEPT,0,,,,934123,130997,25-44,WHITE,M,,40.52609834,-74.18031189,"(40.526098338, -74.180311887)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,12/20/2018,2018,12,"(40.52609833800005, -74.18031188699997)","(40.52609833800005, -74.18031188699997)","40.52609833800005, -74.18031188699997","Hylan Bl/Arbutus Av, Staten Island, NY 10312, USA",10312
4608,4608,865080578,4/2/2018,21:19:00,4/2/2018,22:06:00,123,4/2/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,917773,127276,,,,,40.51577747,-74.23908723,"(40.51577747, -74.239087232)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,4/2/2018,2018,4,"(40.515777470000046, -74.23908723199997)","(40.515777470000046, -74.23908723199997)","40.515777470000046, -74.23908723199997","74 Craig Ave, Staten Island, NY 10307, USA",10307
4609,4609,684976290,11/12/2018,4:35:00,11/12/2018,4:45:00,123,11/12/2018,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,staten island,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,923135,130641,UNKNOWN,UNKNOWN,M,,40.5250523,-74.21983315,"(40.525052299, -74.219833154)",PATROL BORO STATEN ISLAND,,18-24,WHITE,F,123,123rd Precinct,40.5118659,-77.69423975,11/12/2018,2018,11,"(40.52505229900004, -74.21983315399994)","(40.52505229900004, -74.21983315399994)","40.52505229900004, -74.21983315399994","45 Gaynor St, Staten Island, NY 10309, USA",10309
4610,4610,530184571,7/20/2018,5:30:00,7/20/2018,5:31:00,123,7/30/2018,109,GRAND LARCENY,434,"LARCENY,GRAND BY OPEN BANK ACCT",COMPLETED,FELONY,staten island,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,936909,142715,,,,,40.55827729,-74.17037245,"(40.558277288, -74.170372451)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F,123,123rd Precinct,40.5118659,-77.69423975,7/20/2018,2018,7,"(40.558277288000056, -74.17037245099993)","(40.558277288000056, -74.17037245099993)","40.558277288000056, -74.17037245099993","31 Brandis Ave, Staten Island, NY 10312, USA",10312
4611,4611,946980423,5/22/2018,13:00:00,5/22/2018,13:30:00,123,5/22/2018,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,staten island,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,,,,930970,131549,<18,WHITE,M,,40.5275951,-74.19165776,"(40.527595098, -74.191657765)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,5/22/2018,2018,5,"(40.52759509800006, -74.19165776499993)","(40.52759509800006, -74.19165776499993)","40.52759509800006, -74.19165776499993","Luten Av/Eylandt St, Staten Island, NY 10312, USA",10312
4612,4612,383050379,12/21/2018,11:57:00,12/21/2018,11:58:00,123,12/21/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,FRONT OF,,N.Y. POLICE DEPT,0,,,,930970,131549,,,,,40.5275951,-74.19165776,"(40.527595098, -74.191657765)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,12/21/2018,2018,12,"(40.52759509800006, -74.19165776499993)","(40.52759509800006, -74.19165776499993)","40.52759509800006, -74.19165776499993","Luten Av/Eylandt St, Staten Island, NY 10312, USA",10312
4613,4613,634897418,11/10/2018,15:00:00,11/10/2018,16:30:00,123,11/28/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,staten island,FRONT OF,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,,,,930970,131549,UNKNOWN,UNKNOWN,U,,40.5275951,-74.19165776,"(40.527595098, -74.191657765)",PATROL BORO STATEN ISLAND,,45-64,BLACK,M,123,123rd Precinct,40.5118659,-77.69423975,11/10/2018,2018,11,"(40.52759509800006, -74.19165776499993)","(40.52759509800006, -74.19165776499993)","40.52759509800006, -74.19165776499993","Luten Av/Eylandt St, Staten Island, NY 10312, USA",10312
4614,4614,211311962,11/5/2018,12:45:00,11/5/2018,12:45:00,123,11/5/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,,,,930970,131549,<18,WHITE HISPANIC,M,,40.5275951,-74.19165776,"(40.527595098, -74.191657765)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,11/5/2018,2018,11,"(40.52759509800006, -74.19165776499993)","(40.52759509800006, -74.19165776499993)","40.52759509800006, -74.19165776499993","Luten Av/Eylandt St, Staten Island, NY 10312, USA",10312
4615,4615,558013620,11/5/2018,11:50:00,11/5/2018,11:58:00,123,11/5/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,staten island,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,,,,930970,131549,<18,ASIAN / PACIFIC ISLANDER,M,,40.5275951,-74.19165776,"(40.527595098, -74.191657765)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,11/5/2018,2018,11,"(40.52759509800006, -74.19165776499993)","(40.52759509800006, -74.19165776499993)","40.52759509800006, -74.19165776499993","Luten Av/Eylandt St, Staten Island, NY 10312, USA",10312
4616,4616,997142729,12/17/2018,8:53:00,12/17/2018,8:53:00,123,12/17/2018,117,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,FELONY,staten island,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,,,,930970,131549,,,,,40.5275951,-74.19165776,"(40.527595098, -74.191657765)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E,123,123rd Precinct,40.5118659,-77.69423975,12/17/2018,2018,12,"(40.52759509800006, -74.19165776499993)","(40.52759509800006, -74.19165776499993)","40.52759509800006, -74.19165776499993","Luten Av/Eylandt St, Staten Island, NY 10312, USA",10312
